citation,doi,url,summary_of_paper_topic,theme_name,theme_description
"Lightbourne A, Foley S, Dempsey M, Cronin M (2023) Living with endometriosis: A reflexive thematic analysis examining women's experiences with the Irish healthcare services. Qualitative Health Research 34(4): 311-322.",10.1177/10497323231214114,https://pmc.ncbi.nlm.nih.gov/articles/PMC10905982/,Women's experiences navigating Irish healthcare for endometriosis,Inadequate Health Services,"Participants reported systemic failures across all healthcare levels -- general practice through aftercare. Women described lacking support and information regarding symptom management. The public healthcare system was deemed unsuitable, prompting some to seek treatment abroad."
"Lightbourne A, Foley S, Dempsey M, Cronin M (2023) Living with endometriosis: A reflexive thematic analysis examining women's experiences with the Irish healthcare services. Qualitative Health Research 34(4): 311-322.",10.1177/10497323231214114,https://pmc.ncbi.nlm.nih.gov/articles/PMC10905982/,Women's experiences navigating Irish healthcare for endometriosis,The Impact of Delayed Diagnosis,"Diagnostic delays ranged from 2-32 years (average 6-7 years). Extended waiting periods caused psychological distress, financial burden, and fertility concerns. One woman reported suffering seven years before formal acknowledgment of her condition."
"Lightbourne A, Foley S, Dempsey M, Cronin M (2023) Living with endometriosis: A reflexive thematic analysis examining women's experiences with the Irish healthcare services. Qualitative Health Research 34(4): 311-322.",10.1177/10497323231214114,https://pmc.ncbi.nlm.nih.gov/articles/PMC10905982/,Women's experiences navigating Irish healthcare for endometriosis,Lack of Education and Awareness,"Healthcare professionals and the general public demonstrated insufficient knowledge about endometriosis. Women felt obligated to self-educate and self-advocate. Medical professionals should recognize classic endometriosis symptoms earlier in primary care settings."
"Lightbourne A, Foley S, Dempsey M, Cronin M (2023) Living with endometriosis: A reflexive thematic analysis examining women's experiences with the Irish healthcare services. Qualitative Health Research 34(4): 311-322.",10.1177/10497323231214114,https://pmc.ncbi.nlm.nih.gov/articles/PMC10905982/,Women's experiences navigating Irish healthcare for endometriosis,"Navigating Ignorance, Taboo and Societal Views","Limited specialist services created broader cultural impacts affecting relationships, workplace experiences, and social understanding. Women faced difficulty disclosing diagnoses and experienced career consequences from healthcare access needs."
"Moore C, Cogan N, Williams L (2023) A qualitative investigation into the role of illness perceptions in endometriosis-related quality of life. Journal of Health Psychology 28(12): 1157-1171.",10.1177/13591053231183230,https://pmc.ncbi.nlm.nih.gov/articles/PMC10571435/,Illness perceptions and quality of life in endometriosis,A Life Disrupted,"This theme captures how endometriosis prevents participants from living the life they wanted and creates a sense that their potential remains unrealized. The theme encompasses disruptions across multiple life domains -- education, work, relationships, and daily functioning. Participants expressed feeling powerless, describing endometriosis as controlling their lives."
"Moore C, Cogan N, Williams L (2023) A qualitative investigation into the role of illness perceptions in endometriosis-related quality of life. Journal of Health Psychology 28(12): 1157-1171.",10.1177/13591053231183230,https://pmc.ncbi.nlm.nih.gov/articles/PMC10571435/,Illness perceptions and quality of life in endometriosis,Lost Sense of Self,"Participants perceived their identity as fundamentally altered by endometriosis. Many described feeling like a different person or experiencing a lost sense of self. The theme explores how symptoms eroded previously salient identity aspects, particularly femininity and sexual identity. Participants faced invalidation from healthcare providers, leading to self-doubt."
"Moore C, Cogan N, Williams L (2023) A qualitative investigation into the role of illness perceptions in endometriosis-related quality of life. Journal of Health Psychology 28(12): 1157-1171.",10.1177/13591053231183230,https://pmc.ncbi.nlm.nih.gov/articles/PMC10571435/,Illness perceptions and quality of life in endometriosis,Complex Emotional Responses,"This theme presents two contrasting emotional dimensions. First, endometriosis functions as an emotional burden, generating frustration, anger, sadness, guilt, and loneliness. Second, some participants found emotional strength through establishing coping mechanisms and supporting others, deriving empowerment and pride from their experiences."
"Patel K, Tchanturia K, Harrison A (2016) An Exploration of Social Functioning in Young People with Eating Disorders: A Qualitative Study. PLoS ONE 11(7): e0159910.",10.1371/journal.pone.0159910,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159910,Social functioning in adolescents with eating disorders,Group Belonging,"Comprising subordinate themes of friendships dissolving (patients reported losing friends or lacking social connections), interpersonal adversity (teasing, bullying, competitiveness), and impoverished social networks resulting from illness and hospitalization."
"Patel K, Tchanturia K, Harrison A (2016) An Exploration of Social Functioning in Young People with Eating Disorders: A Qualitative Study. PLoS ONE 11(7): e0159910.",10.1371/journal.pone.0159910,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159910,Social functioning in adolescents with eating disorders,Self-Monitoring,"Two subordinate themes: fear of negative evaluation (excessive worry about others' judgments regarding appearance and behavior) and inter/intrapersonal perception (difficulty knowing what to say; struggling with spontaneous communication)."
"Patel K, Tchanturia K, Harrison A (2016) An Exploration of Social Functioning in Young People with Eating Disorders: A Qualitative Study. PLoS ONE 11(7): e0159910.",10.1371/journal.pone.0159910,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159910,Social functioning in adolescents with eating disorders,Social Sensitivity,"Related to increased perception of criticism and negative affect. Two subordinate themes: rejection sensitivity (identifying self by appearance rather than competency) and distrust in others (difficulty trusting people and disclosing illness)."
"Patel K, Tchanturia K, Harrison A (2016) An Exploration of Social Functioning in Young People with Eating Disorders: A Qualitative Study. PLoS ONE 11(7): e0159910.",10.1371/journal.pone.0159910,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159910,Social functioning in adolescents with eating disorders,Limited Coping Strategies,"Patients showed disinterest toward social success and could not generate practical solutions for managing social difficulties, despite recognizing their problems."
"Patel K, Tchanturia K, Harrison A (2016) An Exploration of Social Functioning in Young People with Eating Disorders: A Qualitative Study. PLoS ONE 11(7): e0159910.",10.1371/journal.pone.0159910,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159910,Social functioning in adolescents with eating disorders,Impact of Hospitalisation,"Both positive aspects (forming friendships quickly with fellow patients, increased trust with supportive friends) and negative aspects (friendship dissolution, restricted communication, impoverished social networks)."
"Patel K, Tchanturia K, Harrison A (2016) An Exploration of Social Functioning in Young People with Eating Disorders: A Qualitative Study. PLoS ONE 11(7): e0159910.",10.1371/journal.pone.0159910,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159910,Social functioning in adolescents with eating disorders,Suggestions for Service Provision,"Three key interventions: anxiety management, developing/maintaining social networks, and developing inter/intrapersonal skills."
"Wampaalu PB, Eriksson LE, Naamala A, Nabirye RC, Wettergren L (2016) Experiences of patients undergoing chemotherapy - a qualitative study of adults attending Uganda Cancer Institute. African Health Sciences 16(3): 744-749.",10.4314/ahs.v16i3.14,https://pmc.ncbi.nlm.nih.gov/articles/PMC5111977/,Cancer patients' experiences of chemotherapy in Uganda,Experiences Related to the Body,"Contains subthemes addressing physical side effects: changes in eating/bowel habits (difficulty eating, loss of appetite, diarrhea); dry and sensitive skin (itching, tingling); fever (exhaustion with freezing and warmth); and feelings of abnormal body sensation including numbness and discomfort during chemotherapy administration."
"Wampaalu PB, Eriksson LE, Naamala A, Nabirye RC, Wettergren L (2016) Experiences of patients undergoing chemotherapy - a qualitative study of adults attending Uganda Cancer Institute. African Health Sciences 16(3): 744-749.",10.4314/ahs.v16i3.14,https://pmc.ncbi.nlm.nih.gov/articles/PMC5111977/,Cancer patients' experiences of chemotherapy in Uganda,Thoughts and Feelings,"Encompasses subthemes reflecting psychological impacts: worry and fright regarding diagnosis; loss of previous lifestyle (abandoning alcohol, smoking, strenuous activities); patience and acceptance; and happiness receiving treatment despite difficulties."
"Wampaalu PB, Eriksson LE, Naamala A, Nabirye RC, Wettergren L (2016) Experiences of patients undergoing chemotherapy - a qualitative study of adults attending Uganda Cancer Institute. African Health Sciences 16(3): 744-749.",10.4314/ahs.v16i3.14,https://pmc.ncbi.nlm.nih.gov/articles/PMC5111977/,Cancer patients' experiences of chemotherapy in Uganda,Actively Dealing with Discomfort,"Includes subthemes describing coping mechanisms: balanced diet implementation, supplementary drug use, and physical exercise/rest for symptom management and mood improvement."
